ref	query	key	label	auc	optimal threshold
Dissection_Anterior_cingulate_cortex_ACC	nagy	rachel_subclass	Astrocyte	0.7732815964523282	0.15
Dissection_Anterior_cingulate_cortex_ACC	nagy	rachel_subclass	Endothelial	0.32608695652173914	0.03
Dissection_Anterior_cingulate_cortex_ACC	nagy	rachel_subclass	L2/3-6 IT	0.8098290598290598	0.12
Dissection_Anterior_cingulate_cortex_ACC	nagy	rachel_subclass	L5 ET	0.8021064301552107	0.06
Dissection_Anterior_cingulate_cortex_ACC	nagy	rachel_subclass	L5/6 NP	0.17032967032967034	0.0
Dissection_Anterior_cingulate_cortex_ACC	nagy	rachel_subclass	Microglia	1.0	0.28
Dissection_Anterior_cingulate_cortex_ACC	nagy	rachel_subclass	Oligodendrocyte	0.9939123376623377	0.12
Dissection_Anterior_cingulate_cortex_ACC	nagy	rachel_subclass	PVALB	0.951086956521739	0.16
Dissection_Anterior_cingulate_cortex_ACC	nagy	rachel_subclass	SST	0.7296296296296296	0.06
Dissection_Anterior_cingulate_cortex_ACC	nagy	rachel_subclass	VIP	0.9666666666666666	0.14
