query	reference	label	f1_score	macro_f1	micro_f1	weighted_f1	key	cutoff	query_tissue	ref_tissue
rosmap	anterior_cingulate_gyrus	Pericyte	0.0	0.4062485719862318		0.7266647740570022	subclass	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	PVALB	nan	0.4062485719862318		0.7266647740570022	subclass	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	GABAergic	0.5531914893617021	0.4062485719862318		0.7266647740570022	subclass	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	VIP	nan	0.4062485719862318		0.7266647740570022	subclass	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	OPC	1.0	0.4062485719862318		0.7266647740570022	subclass	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	Oligodendrocyte	0.8292682926829268	0.4062485719862318		0.7266647740570022	subclass	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	Endothelial	nan	0.4062485719862318		0.7266647740570022	subclass	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	Glutamatergic	0.7529411764705882	0.4062485719862318		0.7266647740570022	subclass	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	L6b	nan	0.4062485719862318		0.7266647740570022	subclass	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	Microglia	1.0	0.4062485719862318		0.7266647740570022	subclass	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	Astrocyte	0.3333333333333333	0.4062485719862318		0.7266647740570022	subclass	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	MGE	nan	0.49740836683235606		0.7369427093944951	class	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	Glutamatergic	0.7529411764705882	0.49740836683235606		0.7369427093944951	class	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	Oligodendrocyte lineage	0.8372093023255814	0.49740836683235606		0.7369427093944951	class	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	CGE	nan	0.49740836683235606		0.7369427093944951	class	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	GABAergic	0.5531914893617021	0.49740836683235606		0.7369427093944951	class	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	deep layer non-IT	nan	0.49740836683235606		0.7369427093944951	class	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	Microglia	1.0	0.49740836683235606		0.7369427093944951	class	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	Vascular	1.0	0.49740836683235606		0.7369427093944951	class	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	Astrocyte	0.3333333333333333	0.49740836683235606		0.7369427093944951	class	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	Non-neuron	0.8070175438596491	0.6690058479532164		0.7212950558213715	family	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	Glutamatergic	0.7272727272727273	0.6690058479532164		0.7212950558213715	family	0.0	prefrontal cortex	anterior cingulate gyrus
rosmap	anterior_cingulate_gyrus	GABAergic	0.4727272727272727	0.6690058479532164		0.7212950558213715	family	0.0	prefrontal cortex	anterior cingulate gyrus
